Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length
A0A669DK66	unreviewed	A0A669DK66_ORENI	C-C motif chemokine 4	LOC102081464	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669DKQ9	unreviewed	A0A669DKQ9_ORENI	Chemokine (C-C motif) ligand 25b	LOC100694279	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	119
A0A669DPX8	unreviewed	A0A669DPX8_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	80
A0A669DTS9	unreviewed	A0A669DTS9_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109199678	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	51
A0A669DV40	unreviewed	A0A669DV40_ORENI	Chemokine (C-X-C motif) ligand 19	LOC106098416	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	92
A0A669DWV1	unreviewed	A0A669DWV1_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	102
A0A669DXM2	unreviewed	A0A669DXM2_ORENI	Monocyte chemotactic protein 1B	LOC109202766	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	99
A0A669E139	unreviewed	A0A669E139_ORENI	C-X-C motif chemokine 10	LOC102077089	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	106
A0A669E190	unreviewed	A0A669E190_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	97
A0A669E1B8	unreviewed	A0A669E1B8_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669E5P7	unreviewed	A0A669E5P7_ORENI	C-C motif chemokine 4	LOC102081464	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669E7R2	unreviewed	A0A669E7R2_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109204576	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	81
A0A669E858	unreviewed	A0A669E858_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	101
A0A669EBK9	unreviewed	A0A669EBK9_ORENI	Eotaxin-like	LOC109200482 LOC109200481	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	93
A0A669EDM8	unreviewed	A0A669EDM8_ORENI	C-C motif chemokine 4	LOC102081464	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	109
A0A669EF07	unreviewed	A0A669EF07_ORENI	Eotaxin-like	LOC109200481	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
A0A669EFP8	unreviewed	A0A669EFP8_ORENI	C-X-C motif chemokine 10	LOC100697780	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	105
A0A669EJS4	unreviewed	A0A669EJS4_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109202762	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669EKG0	unreviewed	A0A669EKG0_ORENI	Chemokine (C-X-C motif) ligand 19	LOC106098416	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	107
A0A669EL15	unreviewed	A0A669EL15_ORENI	C-C motif chemokine 4	LOC102081464	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	109
A0A669ERG1	unreviewed	A0A669ERG1_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100690251	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	94
A0A669F1H3	unreviewed	A0A669F1H3_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	60
A0A669F1W1	unreviewed	A0A669F1W1_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100700523	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	90
A0A669F2M4	unreviewed	A0A669F2M4_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	60
A0A669F495	unreviewed	A0A669F495_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109194344	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	97
A0A669F5N5	unreviewed	A0A669F5N5_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	79
A0A669F692	unreviewed	A0A669F692_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100691242	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	95
A0A669F6S8	unreviewed	A0A669F6S8_ORENI	Chemokine interleukin-8-like domain-containing protein		Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	102
A0A669F718	unreviewed	A0A669F718_ORENI	C-X-C motif chemokine 10	LOC109204854	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	106
A0A669F743	unreviewed	A0A669F743_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC100693396	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	98
A0A669F7D3	unreviewed	A0A669F7D3_ORENI	Eotaxin-like	LOC109200482	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	89
A0A669F8P1	unreviewed	A0A669F8P1_ORENI	Chemokine interleukin-8-like domain-containing protein	LOC109199678	Oreochromis niloticus (Nile tilapia) (Tilapia nilotica)	74

A0A674GUX2	unreviewed	A0A674GUX2_TAEGU	Interleukin-8	LOC100222345	Taeniopygia guttata (Zebra finch) (Poephila guttata)	94
A0A674HNR9	unreviewed	A0A674HNR9_TAEGU	C-X-C motif chemokine		Taeniopygia guttata (Zebra finch) (Poephila guttata)	103
A0A6D2VU93	unreviewed	A0A6D2VU93_PANTR	CCL4L2 isoform 1 (CCL4L2 isoform 6)	CK820_G0028813	Pan troglodytes (Chimpanzee)	64
A0A6D2WW62	unreviewed	A0A6D2WW62_PANTR	CCL4L2 isoform 3	CK820_G0028813	Pan troglodytes (Chimpanzee)	103
A0A6D2WWF0	unreviewed	A0A6D2WWF0_PANTR	CCL27 isoform 2	CK820_G0014401	Pan troglodytes (Chimpanzee)	112
A0A6D2XFB4	unreviewed	A0A6D2XFB4_PANTR	CCL28 isoform 3	CK820_G0044221	Pan troglodytes (Chimpanzee)	80
A0A6D2Y0L5	unreviewed	A0A6D2Y0L5_PANTR	XCL1 isoform 1	CK820_G0027771	Pan troglodytes (Chimpanzee)	114
A0A6D2Y1L9	unreviewed	A0A6D2Y1L9_PANTR	CCL24 isoform 1 (CCL24 isoform 2)	CK820_G0052201	Pan troglodytes (Chimpanzee)	119
A0A6I8NMB8	unreviewed	A0A6I8NMB8_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	98
A0A6I8NS61	unreviewed	A0A6I8NS61_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	94
A0A6I8P984	unreviewed	A0A6I8P984_ORNAN	Chemokine interleukin-8-like domain-containing protein		Ornithorhynchus anatinus (Duckbill platypus)	119
A0A6I8S7M0	unreviewed	A0A6I8S7M0_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	101
A0A6I8SI63	unreviewed	A0A6I8SI63_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	86
A0A6I8SIF9	unreviewed	A0A6I8SIF9_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	81
A0A6I8SQI1	unreviewed	A0A6I8SQI1_XENTR	Chemokine (C-X-C motif) ligand 14	cxcl14	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	98
A0A6I8SXT0	unreviewed	A0A6I8SXT0_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	84

A0A6P3E707	unreviewed	A0A6P3E707_SHEEP	Chemokine interleukin-8-like domain-containing protein	JEQ12_017539	Ovis aries (Sheep)	109
A0A6P3EJ98	unreviewed	A0A6P3EJ98_SHEEP	C-C motif chemokine 1 (Small-inducible cytokine A1)	JEQ12_003317	Ovis aries (Sheep)	97
A0A7N5KIK5	unreviewed	A0A7N5KIK5_AILME	C-C motif chemokine 4	LOC100468796	Ailuropoda melanoleuca (Giant panda)	97
A0A803J6I4	unreviewed	A0A803J6I4_XENTR	Interleukin-8	LOC100498389	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	95
A0A803JX38	unreviewed	A0A803JX38_XENTR	Chemokine interleukin-8-like domain-containing protein		Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	76
A0A803TY50	unreviewed	A0A803TY50_ANOCA	Chemokine interleukin-8-like domain-containing protein		Anolis carolinensis (Green anole) (American chameleon)	114
A0A803U136	unreviewed	A0A803U136_ANOCA	C-X-C motif chemokine ligand 14	CXCL14	Anolis carolinensis (Green anole) (American chameleon)	98
A0A803XKR0	unreviewed	A0A803XKR0_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC109367188	Meleagris gallopavo (Wild turkey)	108
A0A803XSP9	unreviewed	A0A803XSP9_MELGA	Chemokine interleukin-8-like domain-containing protein	LOC100548721	Meleagris gallopavo (Wild turkey)	96
A0A803XV46	unreviewed	A0A803XV46_MELGA	Chemokine interleukin-8-like domain-containing protein		Meleagris gallopavo (Wild turkey)	100
A0A803YR04	unreviewed	A0A803YR04_MELGA	Chemokine interleukin-8-like domain-containing protein		Meleagris gallopavo (Wild turkey)	111

A0A8C0NNV6	unreviewed	A0A8C0NNV6_CANLF	C-C motif chemokine		Canis lupus familiaris (Dog) (Canis familiaris)	95
A0A8C0NU85	unreviewed	A0A8C0NU85_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	65
A0A8C0P470	unreviewed	A0A8C0P470_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	80
A0A8C0PDV3	unreviewed	A0A8C0PDV3_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	97
A0A8C0RM81	unreviewed	A0A8C0RM81_CANLF	Chemokine (C-C motif) ligand 13	CCL13	Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8C0RPL3	unreviewed	A0A8C0RPL3_CANLF	Pro-platelet basic protein (chemokine (C-X-C motif) ligand 7)	PPBP	Canis lupus familiaris (Dog) (Canis familiaris)	118
A0A8C0RQ39	unreviewed	A0A8C0RQ39_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	64
A0A8C0S9U0	unreviewed	A0A8C0S9U0_CANLF	Chemokine interleukin-8-like domain-containing protein		Canis lupus familiaris (Dog) (Canis familiaris)	62
A0A8C0SAD0	unreviewed	A0A8C0SAD0_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	65

A0A8C5VC67	unreviewed	A0A8C5VC67_MICMU	Chemokine interleukin-8-like domain-containing protein	LOC105881712	Microcebus murinus (Gray mouse lemur) (Lemur murinus)	64

A0A8D0ITH8	unreviewed	A0A8D0ITH8_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D0MVS1	unreviewed	A0A8D0MVS1_PIG	C-C motif chemokine		Sus scrofa (Pig)	90
A0A8D0Q8J3	unreviewed	A0A8D0Q8J3_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D0R6W1	unreviewed	A0A8D0R6W1_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
A0A8D0TGQ6	unreviewed	A0A8D0TGQ6_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	119
A0A8D0X655	unreviewed	A0A8D0X655_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	96
A0A8D1AJF1	unreviewed	A0A8D1AJF1_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
A0A8D1EAB7	unreviewed	A0A8D1EAB7_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D1F102	unreviewed	A0A8D1F102_PIG	Chemokine like factor	CKLF	Sus scrofa (Pig)	113
A0A8D1F8C2	unreviewed	A0A8D1F8C2_PIG	Uncharacterized protein		Sus scrofa (Pig)	66
A0A8D1FV53	unreviewed	A0A8D1FV53_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
A0A8D1HPJ4	unreviewed	A0A8D1HPJ4_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1JPE7	unreviewed	A0A8D1JPE7_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	104
A0A8D1LDT6	unreviewed	A0A8D1LDT6_PIG	Uncharacterized protein		Sus scrofa (Pig)	103
A0A8D1MBS5	unreviewed	A0A8D1MBS5_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1MYM5	unreviewed	A0A8D1MYM5_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	67
A0A8D1P269	unreviewed	A0A8D1P269_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	119
A0A8D1PHB6	unreviewed	A0A8D1PHB6_PIG	C-C motif chemokine ligand 24	CCL24	Sus scrofa (Pig)	119
A0A8D1PY18	unreviewed	A0A8D1PY18_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1Q372	unreviewed	A0A8D1Q372_PIG	C-C motif chemokine		Sus scrofa (Pig)	93
A0A8D1T3P0	unreviewed	A0A8D1T3P0_PIG	C-X-C motif chemokine		Sus scrofa (Pig)	103
A0A8D1U7P9	unreviewed	A0A8D1U7P9_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	96
A0A8D1VEB7	unreviewed	A0A8D1VEB7_PIG	Chemokine interleukin-8-like domain-containing protein		Sus scrofa (Pig)	104
A0A8D1W2C8	unreviewed	A0A8D1W2C8_PIG	C-C motif chemokine	CCL1	Sus scrofa (Pig)	89
A0A8D1X2I4	unreviewed	A0A8D1X2I4_PIG	C-C motif chemokine ligand 4	CCL4	Sus scrofa (Pig)	64
A0A8I3MP02	unreviewed	A0A8I3MP02_CANLF	C-C motif chemokine	CCL26	Canis lupus familiaris (Dog) (Canis familiaris)	89
A0A8I3N774	unreviewed	A0A8I3N774_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	64
A0A8I3NCF7	unreviewed	A0A8I3NCF7_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	97
A0A8I3NTR7	unreviewed	A0A8I3NTR7_CANLF	Chemokine (C-C motif) ligand 13	CCL13	Canis lupus familiaris (Dog) (Canis familiaris)	94
A0A8I3RUV8	unreviewed	A0A8I3RUV8_CANLF	Chemokine (C-C motif) ligand 4	LOC480600	Canis lupus familiaris (Dog) (Canis familiaris)	80
A0A8I3RYH5	unreviewed	A0A8I3RYH5_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	65
A0A8I3WAD3	unreviewed	A0A8I3WAD3_CALJA	Chemokine interleukin-8-like domain-containing protein	LOC100385441	Callithrix jacchus (White-tufted-ear marmoset)	64
A0A8J0QRI6	unreviewed	A0A8J0QRI6_XENTR	Lymphotactin	LOC100493953	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	115
A0A8J0QTL0	unreviewed	A0A8J0QTL0_XENTR	C-C motif chemokine 4	LOC100493779	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	96
A0A8J0QXD8	unreviewed	A0A8J0QXD8_XENTR	C-X-C motif chemokine 10	cxcl10	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	99
A0A8J1IYX8	unreviewed	A0A8J1IYX8_XENTR	C-C motif chemokine 28	ccl27 ccl28	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	95
A0A8J1IZC8	unreviewed	A0A8J1IZC8_XENTR	C-X-C motif chemokine 13	cxcl13	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	98
A0A8J1JWM9	unreviewed	A0A8J1JWM9_XENTR	C-C motif chemokine 25	ccl25	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	89
A0A8L2QAZ9	unreviewed	A0A8L2QAZ9_RAT	C-C motif chemokine ligand 20	Ccl20	Rattus norvegicus (Rat)	95
A0A8L2QNC9	unreviewed	A0A8L2QNC9_RAT	C-C motif chemokine	Ccl6	Rattus norvegicus (Rat)	117
A0A8M1NH65	unreviewed	A0A8M1NH65_DANRE	Chemokine (C-C motif) ligand 33, duplicate 2	ccl33.2 si:ch211-149o7.6	Danio rerio (Zebrafish) (Brachydanio rerio)	118
A0A8M1PS90	unreviewed	A0A8M1PS90_DANRE	Monocyte chemotactic protein 1B-like	ccl39.6	Danio rerio (Zebrafish) (Brachydanio rerio)	99
A0A8M2BA23	unreviewed	A0A8M2BA23_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 4 isoform X1	ccl34b.4 CCL-chr24j CCL34bd si:dkey-25o1.5	Danio rerio (Zebrafish) (Brachydanio rerio)	95
A0A8M2BIN2	unreviewed	A0A8M2BIN2_DANRE	C-C motif chemokine 20	ccl20l	Danio rerio (Zebrafish) (Brachydanio rerio)	120
A0A8M3AZJ3	unreviewed	A0A8M3AZJ3_DANRE	C-C motif chemokine 5-like	LOC101884623	Danio rerio (Zebrafish) (Brachydanio rerio)	95
A0A8M9P5Y4	unreviewed	A0A8M9P5Y4_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 1 isoform X1	ccl34b.1 si:dkey-25o1.6	Danio rerio (Zebrafish) (Brachydanio rerio)	96
A0A8M9PT87	unreviewed	A0A8M9PT87_DANRE	LOW QUALITY PROTEIN: chemokine CCL-CUa	LOC100141478	Danio rerio (Zebrafish) (Brachydanio rerio)	96
A0A8P0PJ56	unreviewed	A0A8P0PJ56_CANLF	Chemokine interleukin-8-like domain-containing protein		Canis lupus familiaris (Dog) (Canis familiaris)	98
A0A8P0SMG7	unreviewed	A0A8P0SMG7_CANLF	C-C motif chemokine	CCL1	Canis lupus familiaris (Dog) (Canis familiaris)	65
A0A8P0TT73	unreviewed	A0A8P0TT73_CANLF	C-C motif chemokine	CCL26	Canis lupus familiaris (Dog) (Canis familiaris)	89
A0A8W4FCE4	unreviewed	A0A8W4FCE4_PIG	C-C motif chemokine	CCL4	Sus scrofa (Pig)	82

A0A9L0R9K1	unreviewed	A0A9L0R9K1_HORSE	Chemokine (C-C motif) ligand 8	LOC100071714	Equus caballus (Horse)	98
A0A9L0RRK3	unreviewed	A0A9L0RRK3_HORSE	Chemokine interleukin-8-like domain-containing protein		Equus caballus (Horse)	96
A0A9L0SWW3	unreviewed	A0A9L0SWW3_HORSE	Chemokine (C-C motif) ligand 8	LOC100071714	Equus caballus (Horse)	99
A0AAA9S2L4	unreviewed	A0AAA9S2L4_BOVIN	C-C motif chemokine		Bos taurus (Bovine)	112
A0AAA9S9B9	unreviewed	A0AAA9S9B9_BOVIN	C-C motif chemokine		Bos taurus (Bovine)	104
A0AAA9SIX2	unreviewed	A0AAA9SIX2_BOVIN	C-C motif chemokine ligand 4	CCL4	Bos taurus (Bovine)	64


A0AB13A8L3	unreviewed	A0AB13A8L3_DANRE	C-C motif chemokine 32b.3 precursor	ccl32b.3	Danio rerio (Zebrafish) (Brachydanio rerio)	115
A0AB13A9A2	unreviewed	A0AB13A9A2_DANRE	CX chemokine ligand 34c precursor	cxl34c si:ch211-125g7.3 wu:fb09d09	Danio rerio (Zebrafish) (Brachydanio rerio)	118
A0AB32TSY2	unreviewed	A0AB32TSY2_DANRE	Uncharacterized protein isoform X1	LOC137496105	Danio rerio (Zebrafish) (Brachydanio rerio)	115
A0AB32TUN4	unreviewed	A0AB32TUN4_DANRE	C-C motif chemokine 5-like isoform X2	LOC137496105	Danio rerio (Zebrafish) (Brachydanio rerio)	97
A0AB40EBF4	unreviewed	A0AB40EBF4_DANRE	C-X-C motif chemokine 3	LOC101883994	Danio rerio (Zebrafish) (Brachydanio rerio)	119
A2AMS5	unreviewed	A2AMS5_MOUSE	C-C motif chemokine ligand 27A	Ccl27a	Mus musculus (Mouse)	119
A6JWB9	unreviewed	A6JWB9_RAT	Chemokine (C-C motif) ligand 20	Ccl20 rCG_23712	Rattus norvegicus (Rat)	96
A6KKE4	unreviewed	A6KKE4_RAT	Chemokine (C-X-C motif) ligand 4, isoform CRA_a	Cxcl4 rCG_60381	Rattus norvegicus (Rat)	77
A9ZPD5	unreviewed	A9ZPD5_DANRE	Chemokine (C-C motif) ligand 39, duplicate 1 (Chemokine CCL-C25t)	ccl39.1 si:dkeyp-55h4.5	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A9ZPD6	unreviewed	A9ZPD6_DANRE	Chemokine (C-C motif) ligand 39, duplicate 3 (Chemokine CCL-C25v)	ccl39.3 ccl-c25v si:dkeyp-55h4.6	Danio rerio (Zebrafish) (Brachydanio rerio)	94
A9ZPD8	unreviewed	A9ZPD8_DANRE	Chemokine (C-C motif) ligand 35, duplicate 2 (Chemokine CCL-C25ab) (Chemokine CCL-C25ac)	ccl35.2	Danio rerio (Zebrafish) (Brachydanio rerio)	98
A9ZPE2	unreviewed	A9ZPE2_DANRE	Chemokine (C-C motif) ligand 34b, duplicate 9 precursor (Chemokine CCL-C24b)	ccl34b.9 si:dkey-25o1.3	Danio rerio (Zebrafish) (Brachydanio rerio)	116
A9ZPE5	unreviewed	A9ZPE5_DANRE	Chemokine CCL-C24j	ccl34b.4	Danio rerio (Zebrafish) (Brachydanio rerio)	98
A9ZPF4	unreviewed	A9ZPF4_DANRE	C-C motif chemokine 27b precursor (Chemokine CCL-C10b)	ccl27b	Danio rerio (Zebrafish) (Brachydanio rerio)	91
A9ZPF7	unreviewed	A9ZPF7_DANRE	Chemokine (C-C motif) ligand 34a, duplicate 3 precursor (Chemokine CCL-C2e)	ccl34a.3 si:ch211-122l24.5	Danio rerio (Zebrafish) (Brachydanio rerio)	111
A9ZPG3	unreviewed	A9ZPG3_DANRE	Chemokine CCL-CUe	ccl33.2	Danio rerio (Zebrafish) (Brachydanio rerio)	110
A9ZPG5	unreviewed	A9ZPG5_DANRE	Chemokine CCL-CUj	LOC100216314	Danio rerio (Zebrafish) (Brachydanio rerio)	86
B1AVL8	unreviewed	B1AVL8_MOUSE	C-C motif chemokine ligand 1	Ccl1	Mus musculus (Mouse)	85
B5X5G3	unreviewed	B5X5G3_SALSA	C-C motif chemokine 28	CCL28	Salmo salar (Atlantic salmon)	114
B5X5Q4	unreviewed	B5X5Q4_SALSA	C-C motif chemokine 13	CCL13	Salmo salar (Atlantic salmon)	93
B5X6U9	unreviewed	B5X6U9_SALSA	C-C motif chemokine 28	CCL28	Salmo salar (Atlantic salmon)	93
B5X7X5	unreviewed	B5X7X5_SALSA	C-C motif chemokine 20	CCL20 LOC106600142	Salmo salar (Atlantic salmon)	113
B5X7Y2	unreviewed	B5X7Y2_SALSA	C-X-C motif chemokine 14	CXL14 cxl14	Salmo salar (Atlantic salmon)	100
B5X8C5	unreviewed	B5X8C5_SALSA	C-C motif chemokine 13	CCL13	Salmo salar (Atlantic salmon)	93
B5X8E8	unreviewed	B5X8E8_SALSA	C-C motif chemokine 25	CCL25 ccl25	Salmo salar (Atlantic salmon)	105
B5X9I2	unreviewed	B5X9I2_SALSA	C-C motif chemokine 19	CCL19 LOC106565855	Salmo salar (Atlantic salmon)	107
B5XAL9	unreviewed	B5XAL9_SALSA	C-C motif chemokine 13	CCL13 LOC106593851	Salmo salar (Atlantic salmon)	104
B5XB81	unreviewed	B5XB81_SALSA	C-C motif chemokine 28	CCL28	Salmo salar (Atlantic salmon)	93
B5XBD0	unreviewed	B5XBD0_SALSA	C-C motif chemokine 8	CCL8 ccl8	Salmo salar (Atlantic salmon)	105
B5XBF9	unreviewed	B5XBF9_SALSA	C-C motif chemokine 28	CCL28	Salmo salar (Atlantic salmon)	93
B5XCT7	unreviewed	B5XCT7_SALSA	C-C motif chemokine 21 (C-C motif chemokine 21 precursor)	CCL21 ccl21	Salmo salar (Atlantic salmon)	102
B5XDV5	unreviewed	B5XDV5_SALSA	C-C motif chemokine 25	CCL25 ccl25	Salmo salar (Atlantic salmon)	92
B5XFF9	unreviewed	B5XFF9_SALSA	C-C motif chemokine 13	CCL13	Salmo salar (Atlantic salmon)	93
B5XFJ6	unreviewed	B5XFJ6_SALSA	C-C motif chemokine 28	CCL28 ccl28	Salmo salar (Atlantic salmon)	93
B9EL65	unreviewed	B9EL65_SALSA	C-C motif chemokine 20	CCL20 LOC106595332	Salmo salar (Atlantic salmon)	97
B9ELM8	unreviewed	B9ELM8_SALSA	C-X-C motif chemokine 14	CXL14 LOC106604935	Salmo salar (Atlantic salmon)	101
B9EMJ9	unreviewed	B9EMJ9_SALSA	C-C motif chemokine 20	CCL20	Salmo salar (Atlantic salmon)	105
B9EMS0	unreviewed	B9EMS0_SALSA	C-C motif chemokine 20	CCL20	Salmo salar (Atlantic salmon)	74
B9EPW9	unreviewed	B9EPW9_SALSA	C-C motif chemokine 20	CCL20 LOC106600611	Salmo salar (Atlantic salmon)	105
D2HM86	unreviewed	D2HM86_AILME	Chemokine interleukin-8-like domain-containing protein	PANDA_012663	Ailuropoda melanoleuca (Giant panda)	90
F1R655	unreviewed	F1R655_DANRE	C-C motif chemokine 34b.8 precursor (Chemokine (C-C motif) ligand 34b, duplicate 8)	ccl34b.8 si:dkey-25o1.4	Danio rerio (Zebrafish) (Brachydanio rerio)	118
F7C5L0	unreviewed	F7C5L0_CALJA	C-C motif chemokine ligand 27	CCL27	Callithrix jacchus (White-tufted-ear marmoset)	108
F8VQM2	unreviewed	F8VQM2_MOUSE	C-C motif chemokine ligand 26	Ccl26	Mus musculus (Mouse)	93
F8VWI0	unreviewed	F8VWI0_HUMAN	C-C motif chemokine ligand 25	CCL25	Homo sapiens (Human)	84
G1LK27	unreviewed	G1LK27_AILME	C-C motif chemokine ligand 27	CCL27	Ailuropoda melanoleuca (Giant panda)	113
G1LXV2	unreviewed	G1LXV2_AILME	C-C motif chemokine 4	LOC100468796	Ailuropoda melanoleuca (Giant panda)	64
G1N7X0	unreviewed	G1N7X0_MELGA	Chemokine interleukin-8-like domain-containing protein	CXCL14	Meleagris gallopavo (Wild turkey)	109
G1RVH8	unreviewed	G1RVH8_NOMLE	Chemokine interleukin-8-like domain-containing protein	CCL16	Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys)	75
G1TQC5	unreviewed	G1TQC5_RABIT	Chemokine interleukin-8-like domain-containing protein	PPBP	Oryctolagus cuniculus (Rabbit)	82
G1TQN0	unreviewed	G1TQN0_RABIT	Chemokine interleukin-8-like domain-containing protein		Oryctolagus cuniculus (Rabbit)	106
G1TV23	unreviewed	G1TV23_RABIT	C-X-C motif chemokine ligand 11	CXCL11	Oryctolagus cuniculus (Rabbit)	94
G3QQ85	unreviewed	G3QQ85_GORGO	Chemokine interleukin-8-like domain-containing protein		Gorilla gorilla gorilla (Western lowland gorilla)	64
G3QXA0	unreviewed	G3QXA0_GORGO	Chemokine interleukin-8-like domain-containing protein		Gorilla gorilla gorilla (Western lowland gorilla)	53
G3T4P3	unreviewed	G3T4P3_LOXAF	C-C motif chemokine ligand 27	CCL27	Loxodonta africana (African elephant)	102
G3TJZ3	unreviewed	G3TJZ3_LOXAF	Chemokine interleukin-8-like domain-containing protein		Loxodonta africana (African elephant)	115
